Time,1,2,5,8,10,13,19,21,22,23,26,27,33,37,38,42,43,45,48,49,50,51,52,54,55,56,58,59,60,61,64,68,69,70,72,73,76,77,78,80,82,85,86,90,91,92,93,97,101,105,107,112,113,115,116,117,118,121,122,124,128,131,136,137,142,144,146,148,149,151,157,159,162,165,166,167,168,174,175,179,185,188,189,190,191,192,193,196,197,198,200,202,204,205,206,209,214,215,217,218,222,225,226,228,229,231,232,233,234,237,238,240,244,245,246,248,249,252,253,254,256,257,258,259,263,265,275,278,281,284,286,287,292,295,296,297,300,302,304,306,311,312,316,317,322,323,327,330,332,333,336,338,349,350,353,359,360,367,368,369,370,373,374,378,379,380,383,386,387,389,390,391,392,395,396,397,398,399,400,401,402,403,405,407,408,409,414,416,418,419,420,421,427,428,429,430,431,434,435,436,437,438,440,442,447,448,451,453,454,456,458,459,460,462,463,464,465,468,480,481,482,483,492,495,503,504,505,506,507,508,510,511,516,518,522,523,525,526,529,530,535,536,540,542,543,546,549,550,551,561,562,565,566,567,570,573,577,578,579,580,581,582,584,585,586,587,593,600,611,617,620,621,623,624,629,630,631,632,633,634,635,636,639,653,664,665,666,667,668,675,678,679,680,686,688,699,703,705,706,707,708,709,710,711,712,721,723,725,727,737,738,741,743,744,745,748,756,757,766,769,770,771,776,778,779,780,781,785,787,799,800,801,802,804,805,806,807,808,809,813,814,817,818,819,820,821,823,824,826,828,829,831,838,839,840,841,842,843,844,849,850,851,857,858,860,861,862,864,869,870,876,877,878,880,884,885,893,894,895,896,897,899,900,901,902,903,910,913,914,915,916,917,918,920,921,926,927,932,933,938,939,940,941,943,945,946,947,948,949,951,952,953,958,959,960,963,964,965,967,968,979,987,989,992,995,996,999,1000,1004,1006,1010,1020,1021,1022,1023,1028,1029,1030,1031,1032,1033,1036,1037,1042,1043,1044,1046,1047,1049,1050,1053,1059,1066,1068,1075,1076,1079,1085,1089,1098,1099,1100,1101,1102,1103,1104,1105,1110,1113,1117,1118,1123,1124,1125,1126,1131,1132,1135,1136,1139,1149,1154,1155,1156,1157,1158,1159,1161,1162,1164,1166,1167,1169,1172,1174,1175,1176,1177,1178,1185,1187,1188,1189,1192,1193,1194,1195,1196,1197,1201,1202,1203,1207,1215,1216,1217,1218,1221,1222,1224,1227,1229,1231,1232,1234,1236,1237,1238,1239,1240,1241,1242,1247,1248,1250,1251,1257,1258,1269,1270,1271,1272,1273,1274,1275,1276,1277,1278,1279,1281,1282,1283,1284,1286,1287,1289,1290,1291,1299,1300,1301,1303,1307,1309,1310,1312,1313,1315,1316,1321,1322,1323,1324,1325,1326,1327,1328,1329,1331,1332,1335,1336,1338,1340,1341,1343,1346,1349,1350,1352,1362,1367,1368,1369,1370,1377,1380,1381,1384,1390,1391,1392,1394,1395,1401,1403,1409,1410,1412,1413,1415,1418,1421,1423,1427,1428,1429,1431,1432,1433,1439,1440,1441,1442,1443,1444,1445,1446,1449,1455,1460,1462,1468,1469,1474,1475,1477,1478,1479,1480,1488,1496,1497,1498,1499,1502,1504,1505,1506,1508,1509,1511,1512,1513,1516,1517,1518,1520,1538,1539,1540,1542,1544,1548,1549,1550,1551,1552,1556,1557,1558,1564,1565,1568,1569,1570,1575,1580,1583,1584,1588,1594,1604,1605,1606,1607,1608,1609,1610,1612,1613,1614,1615,1616,1617,1620,1621,1623,1627,1632,1640,1647,1648,1659,1662,1663,1664,1666,1667,1669,1673,1674,1675,1683,1684,1687,1689,1693,1694,1695,1696,1697,1699,1713,1714,1717,1718,1719,1720,1723,1994,1995,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2310,2333,2334,2335,2336,2337,2338,2339,2340,2342,2360,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500,2501,2502,2503,2504,2505,2506,2507,2508,2509,2510,2511,2512,2513,2514,2515,2516,2517,2518,2519,2520,2521,2522,2523,2524,2525,2526,2527,2528,2529,2530,2531,2532,2533,2534,2535,2536,2537,2538,2539,2540,2541,2542,2543,2544,2545,2546,2547,2548,2549,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559,2560,2561,2562,2563,2564,2565,2566,2567,2568,2569,2570,2571,2572,2573,2574,2575,2576,2577,2578,2605,2606,2607,2608,2609,2610,2611,2612,2613,2614,2615,2616,2617,2618,2619,2621,2622,2623,2624,2625,2626,2627,2636,2637,2638,2639,2640,2641,2651,2652,2653
1.025,24.32792,24.27387,24.27063,24.28289,24.32716,24.29581,24.29564,24.26382,24.29487,24.26573,24.29783,24.29908,24.22178,24.25857,24.26843,24.28994,24.29393,24.2721,24.27306,24.31821,24.26993,24.27022,24.29383,24.29612,24.2931,24.29697,24.29162,24.28661,24.33488,24.29966,24.31188,24.33,24.29566,24.31278,24.31478,24.33077,24.29189,24.26666,24.32115,24.29145,24.26168,24.29796,24.26887,24.26823,24.32544,24.26447,24.26476,24.2988,24.27987,24.29593,24.29005,24.29131,24.29275,24.30321,24.19958,24.21697,24.26809,24.20176,24.22277,24.3005,24.27029,24.2954,24.20413,24.33317,24.329,24.29616,24.33055,24.26854,24.28769,24.28319,24.26715,24.29566,24.2704,24.29611,24.28415,24.26492,24.29993,24.26496,24.3291,24.29818,24.2925,24.29179,24.29001,24.21154,24.18626,24.29403,24.30124,24.2964,24.29497,24.29694,24.29872,24.27111,24.3305,24.26648,24.32468,24.29451,24.31406,24.29591,24.29652,24.33194,24.26621,24.26788,24.29651,24.29782,24.30855,24.30196,24.29931,24.29757,24.29422,24.29399,24.26419,24.26987,24.27107,24.3279,24.26068,24.29309,24.29582,24.29672,24.26855,24.27471,24.22388,24.31212,24.28664,24.29431,24.2687,24.29988,24.29552,24.30126,24.26976,24.29888,24.29722,24.32731,24.26582,24.27021,24.27055,24.29542,24.29955,24.25109,24.29536,24.30032,24.27031,24.28934,24.28927,24.29787,24.29082,24.30799,24.28991,24.26721,24.26832,24.33084,24.29063,24.26956,24.2804,24.19512,24.26985,24.29064,24.29378,24.2377,24.29645,24.29281,24.25119,24.32936,24.29152,24.26976,24.26632,24.2966,24.29934,24.29538,24.33027,24.32717,24.28484,24.26657,24.27963,24.26696,24.30621,24.31235,24.29419,24.27152,24.26995,24.26429,24.29529,24.22328,24.28041,24.26903,24.26634,24.2684,24.27111,24.26905,24.29021,24.26928,24.32724,24.316,24.27,24.29383,24.26072,24.29941,24.26863,24.2995,24.29428,24.2644,24.29588,24.2718,24.27113,24.29893,24.27059,24.26762,24.27085,24.32736,24.32641,24.26544,24.2949,24.29639,24.26804,24.32992,24.29772,24.31605,24.27062,24.27002,24.26892,24.31996,24.29852,24.29821,24.29876,24.28369,24.29314,24.27012,24.28942,24.29598,24.26878,24.2956,24.29888,24.21266,24.30327,24.2925,24.29948,24.26722,24.29933,24.21768,24.33154,24.29382,24.27687,24.32479,24.32839,24.20092,24.27708,24.2905,24.26744,24.19229,24.28872,24.3268,24.19615,24.27134,24.29692,24.29702,24.29415,24.29525,24.29617,24.33552,24.32819,24.29542,24.30167,24.30885,24.27315,24.29249,24.20452,24.2058,24.25891,24.1907,24.29677,24.26668,24.26433,24.2934,24.21006,24.29386,24.32862,24.33069,24.25547,24.32184,24.19061,24.20294,24.29547,24.3346,24.19074,24.27004,24.22827,24.27324,24.29203,24.2703,24.26098,24.27273,24.29606,24.29764,24.33068,24.27278,24.29289,24.30762,24.27142,24.32933,24.32639,24.32992,24.33773,24.32996,24.30001,24.29958,24.26734,24.30186,24.29817,24.20018,24.21404,24.28763,24.29489,24.27013,24.2693,24.27001,24.26896,24.30432,24.29759,24.30034,24.26756,24.29766,24.26974,24.27393,24.31695,24.33374,24.27189,24.29718,24.2025,24.19596,24.29612,24.32923,24.33097,24.33111,24.33576,24.29729,24.2969,24.29626,24.29714,24.27075,24.29494,24.28881,24.27519,24.26487,24.26362,24.28953,24.28371,24.30231,24.29258,24.29197,24.29437,24.33281,24.2927,24.32586,24.24566,24.2424,24.25486,24.29172,24.24878,24.2896,24.27041,24.27041,24.29288,24.2865,24.32703,24.26102,24.32743,24.32524,24.26785,24.29303,24.32516,24.319,24.32182,24.26987,24.28919,24.32506,24.32854,24.33378,24.32831,24.32773,24.29941,24.2913,24.29633,24.32791,24.29623,24.29821,24.29267,24.33248,24.27305,24.32157,24.27312,24.20751,24.22761,24.33355,24.2707,24.27251,24.27014,24.29793,24.2686,24.2696,24.27272,24.27787,24.30728,24.33039,24.24199,24.24461,24.2662,24.26351,24.29592,24.29335,24.29681,24.29208,24.26877,24.296,24.2094,24.27009,24.33848,24.29556,24.29442,24.29568,24.29361,24.29145,24.29789,24.29658,24.29177,24.33005,24.29368,24.26987,24.29573,24.2715,24.32897,24.2958,24.27134,24.2768,24.3251,24.29734,24.32173,24.28865,24.26942,24.28804,24.32879,24.3282,24.30815,24.26937,24.26968,24.26896,24.29451,24.26735,24.30444,24.29537,24.27465,24.26796,24.26953,24.30465,24.31914,24.29725,24.29619,24.26436,24.29206,24.28749,24.28183,24.32703,24.33881,24.29364,24.33623,24.33769,24.33342,24.29738,24.24909,24.33639,24.32559,24.31799,24.30313,24.30224,24.30314,24.29821,24.33059,24.29294,24.29123,24.30114,24.29334,24.29851,24.27357,24.21836,24.19956,24.23448,24.20436,24.20622,24.2805,24.29714,24.29269,24.26763,24.28497,24.20214,24.26889,24.3271,24.31542,24.33111,24.29764,24.28958,24.29906,24.29286,24.33809,24.33061,24.26772,24.29844,24.27706,24.3019,24.31764,24.32823,24.32977,24.3287,24.31914,24.29209,24.32558,24.32631,24.30416,24.27039,24.33432,24.32839,24.29574,24.29471,24.269,24.21291,24.33773,24.29835,24.33053,24.30078,24.26776,24.26935,24.29404,24.26625,24.3068,24.32865,24.26987,24.21015,24.27178,24.30413,24.2694,24.29821,24.29757,24.26946,24.29445,24.2859,24.29603,24.2711,24.32853,24.3289,24.29389,24.29225,24.32311,24.3329,24.31878,24.26075,24.29456,24.32844,24.29403,24.28997,24.27202,24.29234,24.33176,24.26997,24.26885,24.29566,24.29457,24.29234,24.33146,24.26914,24.27076,24.27773,24.32721,24.25513,24.20486,24.30315,24.29081,24.2609,24.29469,24.29122,24.27097,24.26663,24.31319,24.2695,24.32847,24.3286,24.26246,24.33014,24.26331,24.3112,24.29949,24.29326,24.29289,24.32602,24.31141,24.32919,24.32596,24.30325,24.27428,24.32829,24.33538,24.28605,24.29613,24.33261,24.32843,24.33049,24.32944,24.29263,24.3268,24.3212,24.26393,24.28222,24.30377,24.29479,24.29449,24.26904,24.23809,24.293,24.2626,24.30097,24.32617,24.2877,24.33093,24.32877,24.29036,24.29614,24.27391,24.27565,24.29809,24.26954,24.25382,24.30237,24.2711,24.28231,24.26961,24.26966,24.27478,24.27465,24.2914,24.29578,24.27835,24.22264,24.2551,24.32969,24.33253,24.3322,24.24718,24.30945,24.20727,24.2712,24.26802,24.30069,24.26756,24.22086,24.29307,24.2948,24.26288,24.29134,24.26729,24.2701,24.32518,24.27322,24.29959,24.29916,24.27676,24.29656,24.29527,24.2048,24.29315,24.31129,24.22288,24.1861,24.29915,24.29643,24.26898,24.25549,24.23793,24.26066,24.26833,24.29041,24.31878,24.2706,24.27234,24.2626,24.29389,24.29434,24.33385,24.32937,24.26956,24.29103,24.30179,24.27121,24.296,24.26988,24.28692,24.29705,24.29421,24.26654,24.33173,24.29458,24.27205,24.29335,24.20492,24.25893,24.26454,24.19406,24.256,24.32104,24.29963,24.27267,24.30588,24.20884,24.30095,24.2193,24.27427,24.28059,24.29689,24.30195,24.28849,24.27187,24.28432,24.32083,24.27623,24.33017,24.31769,24.26719,24.33069,24.32746,24.31893,24.3308,24.33384,24.26087,24.33303,24.30099,24.20278,24.23807,24.19139,24.20729,24.22888,24.1947,24.19686,24.19093,24.19936,24.20034,24.19014,24.22586,24.19187,24.25867,24.21659,24.2203,24.25579,24.27237,24.26755,24.19507,24.191,24.22053,24.18467,24.26372,24.23912,24.23924,24.22154,24.19055,24.18946,24.28943,24.1914,24.26919,24.26292,24.24,24.23553,24.29381,24.27025,24.25518,24.27718,24.29215,24.25994,24.27624,24.26798,24.26392,24.19261,24.28743,24.19216,24.20024,24.27246,24.24258,24.29067,24.25388,24.23061,24.26337,24.27339,24.32158,24.28961,24.28043,24.31503,24.26728,24.31278,24.28079,24.29519,24.2583,24.25382,24.27946,24.29533,24.29079,24.29251,24.26582,24.2726,24.31115,24.29251,24.2679,24.29866,24.29027,24.26891,24.29228,24.2941,24.2943,24.27001,24.277,24.27099,24.29906,24.29644,24.29757,24.29922,24.29444,24.2738,24.2733,24.30421,24.27145,24.26844,24.29543,24.29156,24.2895,24.27154,24.27338,24.29878,24.26857,24.27337,24.29421,24.29724,24.2701,24.29986,24.29181,24.29753,24.30002,24.29621,24.26576,24.29776,24.26911,24.26887,24.29553,24.297,24.28984,24.2954,24.2886,24.2908,24.27052,24.27404,24.28719,24.2741,24.29922,24.29648,24.2699,24.29857,24.27062,24.30341,24.27081,24.30146,24.29699,24.29857,24.26981,24.26922,24.29083,24.26303,24.26973,24.29594,24.294,24.29686,24.29631,24.29258,24.26582,24.27526,24.30461,24.29906,24.29703,24.29617,24.29013,24.2959,24.27068,24.29173,24.29896,24.29335,24.29976,24.30315,24.29627,24.29696,24.29929,24.29002,24.29612,24.2717,24.27087,24.29507,24.26888,24.31203,24.27159,24.30004,24.30238,24.29103,24.29923,24.29382,24.27079,24.29788,24.29686,24.29016,24.2977,24.26812,24.26665,24.29911,24.29411,24.30349,24.28663,24.27742,24.29449,24.26475,24.26345,24.28932,24.30182,24.28721,24.27017,24.26615,24.30006,24.28964,24.29449,24.29668,24.29603,24.29528,24.2689,24.29718,24.29813,24.2641,24.29744,24.27154,24.29701,24.29692,24.27327,24.27362,24.29583,24.28919,24.26952,24.29144,24.26909,24.29151,24.29227,24.28823,24.29261,24.29528,24.29388,24.29695,24.26721,24.27209,24.26752,24.29527,24.2931,24.29185,24.26928,24.2971,24.29305,24.29334,24.26781,24.2671,24.2942,24.29514,24.2984,24.29505,24.29004,24.29444,24.27008,24.29603,24.27641,24.30215,24.27204,24.26905,24.30212,24.29234,24.26969,24.26906,24.29928,24.29127,24.27021,24.2958,24.29673,24.29504,24.29641,24.28395,24.27245,24.29118,24.29565,24.29778,24.29342,24.29522,24.29649,24.26792,24.28902,24.30675,24.27182,24.29001,24.29499,24.29543,24.31768,24.2741,24.29413,24.27161,24.26894,24.29256,24.26937,24.29344,24.29426,24.26925,24.26985,24.29255,24.27901,24.27445,24.29509,24.29502,24.27071,24.29613,24.29617,24.26911,24.29784,24.26644,24.27389,24.29518,24.29466,24.29987,24.29307,24.2865,24.30908,24.29767,24.26691,24.29462,24.26846,24.2689,24.30028,24.29888,24.2675,24.29838,24.30142,24.26517,24.27133,24.31181,24.27717,24.27057,24.27043,24.26793,24.26849,24.26816,24.26707,24.26314,24.26549,24.26449,24.21486,24.21525,24.21444,24.24045,24.24575,24.29937,24.2073,24.29508,24.28131,24.2714,24.32811,24.34779,24.33271,24.33377,24.28205,24.3205,24.33457,24.34436,24.33609,24.34231,24.3268,24.3343,24.31977,24.33046,24.32072,24.33096,24.33352,24.32829,24.32757,24.3327,24.33569,24.33849,24.32764,24.34815,24.34388,24.33571,24.32815,24.33552,24.34204,24.32818,24.3466,24.33534,24.33558,24.33615,24.32946,24.32353,24.3276,24.32708,24.32278,24.33127,24.32739,24.32823,24.33059,24.34226,24.32566,24.34028,24.31484,24.32993,24.32839,24.32849,24.32407,24.32438,24.32644,24.3278,24.32007,24.33407,24.32062,24.32189,24.31914,24.32341,24.33752,24.33141,24.32708,24.32774,24.32501,24.32045,24.31632,24.32863,24.32044,24.32992,24.33382,24.30668,24.32008,24.32745,24.31701,24.33452,24.32735,24.32953,24.32271,24.32191,24.35218,24.34739,24.32411,24.32751,24.30117,24.31884,24.27465,24.32656,24.32683,24.32702,24.32944,24.33064,24.33009,24.30442,24.35077,24.34038,24.32673,24.33006,24.33034,24.30016,24.29086,24.32834,24.32974,24.33259,24.33325,24.29909,24.29129,24.26291,24.27164,24.2792
